"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
1.3005213375975e-187 0.339871983717674 1 1 2.49700096818721e-183 "0" "SAP18"
1.79023736066691e-183 0.397014882775667 1 1 3.43725573248047e-179 "0" "MAT2A"
3.00890992428682e-160 0.429684841154254 1 1 5.77710705463068e-156 "0" "ATF3"
9.98599216425988e-156 0.527864871334109 0.994 0.941 1.9173104955379e-151 "0" "PTPN1"
8.10691406794261e-154 0.577346734119042 0.999 0.974 1.55652750104498e-149 "0" "CDC37L1"
1.92699350046886e-144 0.406061311418779 1 0.999 3.69982752090021e-140 "0" "CREM"
1.9282388582735e-131 0.483227036423451 0.994 0.826 3.70221860788511e-127 "0" "SLC25A25"
2.02345993995092e-131 0.564849875644357 0.99 0.783 3.88504308470577e-127 "0" "ARID5A"
2.67919721756391e-127 0.414796444758361 1 0.956 5.14405865772272e-123 "0" "CSRNP1"
8.38222315080887e-124 0.402974286329514 1 1 1.6093868449553e-119 "0" "NR4A1"
6.39547825718767e-121 0.581265182079428 0.961 0.725 1.22793182538003e-116 "0" "RGS2"
1.44713282428302e-117 0.428243394908066 0.999 0.95 2.77849502262341e-113 "0" "TGIF1"
5.26795412187031e-117 0.423065834601215 1 0.954 1.0114471913991e-112 "0" "CDKN1A"
4.60827070597472e-114 0.27414727239635 1 0.995 8.84787975547147e-110 "0" "SNHG15"
1.84083672311284e-110 0.384993041348647 1 0.995 3.53440650837665e-106 "0" "SELENOK"
7.15228840646099e-108 0.445492542056763 0.895 0.471 1.37323937404051e-103 "0" "PAX6"
1.27424026136653e-105 0.360464524215313 0.995 0.948 2.44654130182373e-101 "0" "ARID4A"
1.1317065724898e-104 0.411360379615595 0.993 0.919 2.17287661918042e-100 "0" "RND3"
1.5569623385773e-103 0.445015802171953 0.977 0.642 2.98936769006842e-99 "0" "FOSL2"
4.15079453301622e-103 0.310133330031961 1 1 7.96952550339114e-99 "0" "ARID5B"
4.77566478206249e-103 0.403721099472762 0.988 0.854 9.16927638155999e-99 "0" "DLX2"
1.6570820090909e-102 0.33534067254773 1 1 3.18159745745453e-98 "0" "HLA-E"
