"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
4.44011278475948e-103 0.297372098185082 1 1 8.29945881727242e-99 "0" "EIF4A2"
1.29058955661213e-67 0.310008627878066 1 1 2.41236999921939e-63 "0" "MALAT1"
4.00061572129836e-89 0.471737474991556 0.996 0.954 7.47795090625089e-85 "1" "SNHG19"
3.19968542944091e-71 0.26858748783256 1 1 5.98085200471094e-67 "1" "APCDD1"
1.66053798296602e-65 0.365256984711262 1 0.971 3.10387759776009e-61 "1" "POU3F1"
1.09415927294967e-58 0.434036875073742 0.949 0.709 2.04520251299753e-54 "1" "AL844908.1"
1.52233170947396e-55 0.250904040682461 1 0.999 2.84554243134873e-51 "1" "GLG1"
2.16260208391211e-55 0.291521779480408 0.981 0.931 4.04233581524851e-51 "1" "PTPN13"
2.8264483620682e-54 0.286171955427554 1 0.992 5.28319727837789e-50 "1" "HES1"
2.82387053828559e-52 0.263349440735337 0.998 0.979 5.27837881016343e-48 "1" "PKP1"
6.58582094130037e-52 0.309019439452901 0.998 0.972 1.23102165034787e-47 "1" "PCDH17"
1.03644822416298e-49 0.316469368839002 0.981 0.817 1.93732902060544e-45 "1" "LINC01089"
1.1996865603421e-41 0.304003275710821 0.787 0.446 2.24245411859146e-37 "1" "SGK1"
2.87485348260746e-37 0.260488639515109 0.981 0.934 5.37367612968987e-33 "1" "WNT5A"
3.19454343197757e-25 0.285027787795164 0.987 0.945 5.97124058305248e-21 "1" "ID1"
3.94292590487217e-22 0.258784297478506 0.998 0.957 7.37011710138706e-18 "1" "MGP"
3.73989507753465e-20 0.300786034216911 0.998 0.966 6.99061187892777e-16 "1" "MFAP4"
1.05195659663862e-137 0.570050131412552 0.922 0.098 1.96631727043691e-133 "2" "CCNE2"
9.49622670391218e-125 0.617939783137667 0.89 0.116 1.77503469549526e-120 "2" "E2F2"
7.32797823933607e-110 0.571464104493912 0.942 0.173 1.3697456924967e-105 "2" "RAD51"
1.0681936607819e-109 0.736722345963131 0.961 0.187 1.99666759073352e-105 "2" "ASF1B"
2.31502754653159e-101 0.524383686016962 0.851 0.137 4.32724948997684e-97 "2" "ZNF367"
3.71595152366962e-101 0.721360121098714 0.994 0.327 6.94585658804326e-97 "2" "E2F1"
1.04387882443581e-95 0.803641044238794 0.994 0.358 1.95121829863541e-91 "2" "CDC6"
1.24480758960492e-95 0.83452368332172 0.994 0.337 2.32679434648952e-91 "2" "CDC45"
7.63105801986583e-95 0.777739783148166 0.968 0.244 1.42639736507332e-90 "2" "PKMYT1"
8.04746070539376e-93 0.830413850979839 1 0.435 1.5042313550522e-88 "2" "CDCA7"
2.85307495171996e-89 0.552714684741964 0.955 0.237 5.33296769975494e-85 "2" "CLSPN"
2.68071354010558e-88 0.781785714719032 0.981 0.397 5.01078974916535e-84 "2" "GINS2"
6.51399266570385e-87 0.840258519833133 1 0.987 1.21759550907336e-82 "2" "CENPX"
2.60268163234868e-86 0.560913972907265 0.903 0.223 4.86493250718615e-82 "2" "FAM111B"
8.20338696204825e-86 0.721637140248189 1 0.396 1.53337709094606e-81 "2" "DTL"
2.44101446235935e-83 0.996780729461634 1 0.777 4.5627442330421e-79 "2" "FEN1"
3.2701224233008e-83 0.530127824392336 0.909 0.243 6.11251283363386e-79 "2" "MCM10"
