"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
4.89221776519418e-22 0.520887632471539 1 1 8.34905883808038e-18 "0" "PNRC1"
2.49079732577216e-21 0.609987988070229 1 1 4.25079471616277e-17 "0" "HIST1H2AC"
5.02267234682482e-20 0.334282967257837 1 1 8.57169262709124e-16 "0" "EIF4A2"
2.81514073177655e-18 0.599063565238042 1 1 4.80431917284986e-14 "0" "HIST1H2BD"
6.21740458150208e-18 0.349807030422261 1 1 1.06106226587915e-13 "0" "MALAT1"
1.36210865508871e-17 0.317767239998351 1 1 2.32457463077439e-13 "0" "HLA-E"
1.90863692980885e-17 0.476312181263929 1 0.987 3.25727978441179e-13 "0" "MEG3"
5.07264487216382e-17 0.41749265960623 1 1 8.65697573883478e-13 "0" "EPB41L4A-AS1"
1.88449505453485e-15 0.46859239435688 0.969 0.688 3.21607926006917e-11 "0" "VAV1"
2.1809102269158e-15 0.603490299813151 0.98 0.831 3.7219413932545e-11 "0" "ALDOC"
7.24420827343372e-15 0.401428994751447 0.99 0.688 1.2362965839442e-10 "0" "DNAJC4"
1.18461162587172e-14 0.360723153257341 1 1 2.02165820071267e-10 "0" "SKIL"
1.44982626741786e-14 0.415841594595724 0.98 0.87 2.47427350797532e-10 "0" "PER1"
1.46399959394536e-14 0.370289346646997 0.99 1 2.49846170702715e-10 "0" "SLC25A37"
1.54983665899984e-14 0.359291570377105 0.878 0.26 2.64495124224913e-10 "0" "MIR210HG"
3.89707686790482e-14 0.659727402373364 1 1 6.65075138276636e-10 "0" "BNIP3"
6.61732696390445e-14 0.413050544670245 1 1 1.12931301965993e-09 "0" "FAM162A"
1.18095535035024e-13 0.377245738199482 0.888 0.519 2.01541840090772e-09 "0" "IDS"
1.68080434059921e-13 0.333903335881355 1 0.987 2.86846068766661e-09 "0" "SLC38A2"
4.5954627991265e-13 0.364501164632247 1 1 7.84261681298928e-09 "0" "HBP1"
4.89243667617985e-13 0.495837209807115 0.847 0.442 8.34943243156854e-09 "0" "LINC01249"
5.22924861355838e-13 0.370215230592874 0.969 0.922 8.92423568389873e-09 "0" "CTBS"
5.82218943239623e-13 0.718910171271701 0.878 0.649 9.9361484853274e-09 "0" "CTD-3252C9.4"
1.28777434913271e-12 0.42819958440865 0.898 0.494 2.19771570422989e-08 "0" "SASH1"
1.6365576015654e-12 0.309684692567088 1 1 2.79294920283151e-08 "0" "SLU7"
1.8137454691923e-12 0.874202686133304 0.806 0.468 3.09533801772358e-08 "0" "SLC2A3"
4.20436842897129e-12 0.335841996342341 1 1 7.1751751608824e-08 "0" "LINC00632"
4.91587037286275e-12 0.470693363362019 0.765 0.312 8.38942437832757e-08 "0" "CA9"
1.4204153189006e-11 0.389943052191535 1 0.961 2.42408078323576e-07 "0" "MYADM"
2.47838878834533e-11 0.324490400082256 1 0.987 4.22961830619013e-07 "0" "ARMCX3"
3.5917496771215e-11 0.343704540768411 0.531 0.052 6.12967999897555e-07 "0" "PNCK"
4.59496898792403e-11 0.356681760925316 0.878 0.429 7.84177407479115e-07 "0" "RFTN2"
5.05163875035535e-11 0.339607228925253 0.918 0.74 8.62112669135644e-07 "0" "SELENBP1"
1.000381620633e-10 0.442839030581083 0.888 0.61 1.70725127377228e-06 "0" "RP11-798M19.6"
1.57903586026411e-10 0.321186992630654 0.959 0.844 2.69478259912673e-06 "0" "PARVA"
1.70208368888166e-10 0.357882797823742 1 1 2.90477602344544e-06 "0" "STAT3"
1.91445043672107e-10 0.338518843412127 0.99 0.974 3.26720111530818e-06 "0" "LY96"
2.69325408139366e-10 0.330289052591023 0.969 0.987 4.59630741530642e-06 "0" "TRIM38"
2.9400608809995e-10 0.46418489452221 1 0.987 5.01750789951375e-06 "0" "SCG2"
3.2047744058073e-10 0.651373014462769 0.765 0.494 5.46926800095073e-06 "0" "SLC16A3"
7.67032273222273e-10 0.378221334010103 1 1 1.30901727748113e-05 "0" "H1F0"
8.01322226751378e-10 0.379136326954441 0.918 0.701 1.3675365121739e-05 "0" "FNIP1"
9.96842856881696e-10 0.320032357214399 0.847 0.662 1.7012120195543e-05 "0" "RP11-539L10.3"
1.01338330917944e-09 0.319721272187243 0.929 0.948 1.72943995544564e-05 "0" "ZNF581"
1.50873495352897e-09 0.359966522007726 0.98 0.974 2.57480707169253e-05 "0" "KLF10"
1.73105326832246e-09 0.319970753206926 0.673 0.299 2.95421550771911e-05 "0" "RAB8B"
1.85142983946469e-09 0.310108759020189 1 1 3.15965016403045e-05 "0" "SSBP2"
1.89200816280043e-09 0.39479416931874 0.776 0.545 3.22890113063522e-05 "0" "TNFRSF10D"
2.11130910110937e-09 0.325639045635294 0.939 0.753 3.60316011195325e-05 "0" "TSPAN31"
2.39816866653867e-09 0.339424215228618 1 0.987 4.0927146463149e-05 "0" "CMB9-22P13.1"
2.44214016987383e-09 0.42024816223215 0.949 0.883 4.16775641390668e-05 "0" "P4HA1"
3.0055923066412e-09 0.456367096097965 0.622 0.234 5.12934383051387e-05 "0" "KLF4"
