"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
5.08258218419377e-100 0.860417626702537 1 0.985 5.046495850686e-96 "0" "U91319.1"
4.72418027476906e-99 1.13353851483593 1 1 4.6906385948182e-95 "0" "SCX"
6.39120709121461e-89 0.659642821436907 0.997 0.695 6.34582952086699e-85 "0" "TMEM229A"
3.37842041458397e-87 0.57763942422126 1 0.95 3.35443362964042e-83 "0" "RNF175"
4.02214073475263e-87 0.78301029244439 1 0.992 3.99358353553589e-83 "0" "PCDH8"
7.65860181507847e-87 0.565836655893832 1 1 7.60422574219141e-83 "0" "PBX1"
5.44492738249991e-86 0.486002906530724 1 0.821 5.40626839808416e-82 "0" "LRRC4C"
4.7287862678372e-85 0.825284517412107 1 1 4.69521188533556e-81 "0" "CD99"
1.06870200951755e-82 0.68423899419241 1 1 1.06111422524998e-78 "0" "CAPRIN1"
1.1469821625363e-82 0.36152975851498 1 1 1.13883858918229e-78 "0" "MRPL35"
9.62847664051485e-80 0.701605304580202 1 1 9.5601144563672e-76 "0" "RBM11"
1.13626390752469e-78 0.463881517476126 1 1 1.12819643378126e-74 "0" "UAP1"
2.13915670550013e-78 0.457923844251243 1 1 2.12396869289108e-74 "0" "CD81"
1.21536683007343e-77 0.668812298900199 1 1 1.20673772557991e-73 "0" "DDR2"
1.97038450821497e-77 0.392254767597015 1 1 1.95639477820664e-73 "0" "GPATCH4"
8.83822440960916e-77 0.966649585894053 1 1 8.77547301630094e-73 "0" "TMSB4X"
1.32572464406142e-75 0.420555885631619 1 1 1.31631199908858e-71 "0" "FAM19A5"
1.75145804175964e-75 0.373909862190777 1 1 1.73902268966315e-71 "0" "COA3"
4.04083514475392e-75 0.835559810951104 0.997 0.989 4.01214521522617e-71 "0" "CRMP1"
5.59836669508466e-75 0.762002500231859 1 0.999 5.55861829154956e-71 "0" "NEUROD6"
1.36266343023981e-73 0.466931137091579 1 1 1.35298851988511e-69 "0" "MTCH2"
1.15991039518171e-72 0.548568385397726 1 1 1.15167503137592e-68 "0" "ENSA"
4.20546325203314e-72 0.447197426689079 1 0.992 4.1756044629437e-68 "0" "ABHD6"
5.94402158309484e-72 0.438710929769794 1 1 5.90181902985486e-68 "0" "ENAH"
1.54236641188014e-71 0.549856813262667 1 1 1.53141561035579e-67 "0" "TPM3"
2.39470580557011e-70 0.408047689597531 0.987 0.959 2.37770339435056e-66 "0" "PCSK2"
2.75967675322096e-70 0.735007938408038 1 1 2.74008304827309e-66 "0" "EIF4G2"
4.09406839376203e-69 0.428336384287543 1 0.99 4.06500050816632e-65 "0" "PDE4DIP"
4.60220632256805e-69 0.362060948500435 1 0.993 4.56953065767782e-65 "0" "DCX"
5.04488428345818e-69 0.361763862393147 0.978 0.885 5.00906560504563e-65 "0" "LIPI"
1.41989541720932e-68 0.463963529058757 1 1 1.40981415974713e-64 "0" "C11orf58"
2.119746781253e-68 0.398032128824024 0.997 0.966 2.1046965791061e-64 "0" "IER3"
5.4363144179735e-68 0.420575638680169 1 1 5.39771658560589e-64 "0" "PTGER3"
5.77151529892152e-68 0.361576541212372 0.997 0.992 5.73053754029918e-64 "0" "DAPK1"
9.97730880419569e-68 0.549353077500902 1 1 9.9064699116859e-64 "0" "PPP1R14B"
1.42942720721412e-66 0.518500137558679 1 0.996 1.4192782740429e-62 "0" "CAMK2N1"
4.99615693536092e-66 0.878985800811637 1 0.992 4.96068422111986e-62 "0" "PENK"
8.91053746804127e-66 0.452722254021591 1 1 8.84727265201818e-62 "0" "NAXE"
9.94731603529929e-66 0.564149752790308 1 1 9.87669009144867e-62 "0" "DBI"
4.55271780479346e-65 0.651602442255686 1 1 4.52039350837943e-61 "0" "NSG1"
6.86194363308404e-65 0.706646056470907 1 1 6.81322383328914e-61 "0" "SOX11"
1.20703733879746e-63 0.497108056727773 1 1 1.19846737369199e-59 "0" "NRDC"
1.94118545148734e-63 0.479965104612309 1 1 1.92740303478178e-59 "0" "GUK1"
2.26514846377471e-63 0.521392175562314 1 0.999 2.24906590968191e-59 "0" "KDM5B"
3.63032562469587e-61 0.39174409292029 1 1 3.60455031276053e-57 "0" "JTB"
3.5577247630199e-60 0.809301623256033 1 1 3.53246491720246e-56 "0" "PEG3"
5.56998944464243e-59 0.360483828724738 1 1 5.53044251958547e-55 "0" "KIFAP3"
1.01287740885211e-58 0.45230364100276 1 1 1.00568597924926e-54 "0" "DUSP6"
2.08601046068728e-58 0.433225532705829 1 1 2.0711997864164e-54 "0" "PFDN2"
2.40971036196862e-58 0.734782449609073 1 1 2.39260141839864e-54 "0" "KCNE4"
6.26819240445348e-58 0.392514549008105 1 1 6.22368823838186e-54 "0" "GAS1"
1.06884634309516e-57 0.454356888622092 1 1 1.06125753405918e-53 "0" "PARP1"
1.81391993350521e-57 0.530714536012401 1 1 1.80104110197732e-53 "0" "MARCKSL1"
1.29962748500548e-55 0.372480308255668 1 1 1.29040012986194e-51 "0" "VCP"
1.98766353310981e-55 0.458511409582455 0.99 0.874 1.97355112202473e-51 "0" "NPY"
2.19174181747748e-55 0.592432438930359 1 1 2.17618045057339e-51 "0" "SOX6"
3.81353518150966e-55 0.384803510244618 1 1 3.78645908172094e-51 "0" "RBFOX2"
2.4963487378687e-54 0.366444056940424 1 1 2.47862466182984e-50 "0" "PDHA1"
8.51331309001231e-54 0.440838301468374 1 0.993 8.45286856707322e-50 "0" "MCL1"
1.14668500691027e-53 0.366275731508223 1 1 1.13854354336121e-49 "0" "PRRC2C"
4.59581688071797e-53 0.473791181410758 1 1 4.56318658086487e-49 "0" "GDAP1"
1.04717639998894e-52 0.478237352992287 0.971 0.841 1.03974144754902e-48 "0" "SYT4"
1.14234040025158e-52 0.427180192900061 1 1 1.1342297834098e-48 "0" "APP"
1.40989205814603e-52 0.450031458826758 1 1 1.3998818245332e-48 "0" "PPP1R1A"
5.54822784947726e-52 0.583603214812546 1 0.955 5.50883543174597e-48 "0" "HPCA"
3.76232346764106e-51 0.853364437056533 0.994 0.931 3.7356109710208e-47 "0" "SCG2"
1.18018858832228e-50 0.519990960583233 1 1 1.17180924934519e-46 "0" "MLLT11"
1.8574423022656e-50 0.437592611119173 1 1 1.84425446191952e-46 "0" "EGFLAM"
3.97447333303689e-50 0.406272092400306 1 1 3.94625457237233e-46 "0" "ASH1L"
4.78046031488122e-50 0.604073347671719 1 1 4.74651904664556e-46 "0" "TCF4"
4.92979549621498e-50 0.362635536223137 1 1 4.89479394819186e-46 "0" "RPS13"
2.38494761348587e-49 0.43652785490373 1 0.964 2.36801448543012e-45 "0" "MAP1B"
1.07798597570395e-48 0.379421436780075 1 1 1.07033227527645e-44 "0" "TPR"
1.29107235054176e-47 0.382585173447218 1 1 1.28190573685291e-43 "0" "CCND1"
1.63498350917362e-46 0.459361635402727 0.994 0.971 1.62337512625848e-42 "0" "TPTE2"
3.17938891501456e-46 0.417504105366701 1 1 3.15681525371796e-42 "0" "APCDD1"
4.47104742400017e-46 0.439407557987563 1 1 4.43930298728977e-42 "0" "EPHA4"
4.51526857783906e-46 0.436931846618825 1 1 4.4832101709364e-42 "0" "CEP170"
1.82005644478813e-43 0.361424163918998 1 1 1.80713404403013e-39 "0" "PRKCB"
3.78770003745983e-43 0.463961216060856 1 1 3.76080736719386e-39 "0" "NR0B1"
3.36795661733447e-42 0.372169818470588 1 1 3.3440441253514e-38 "0" "ARPC5"
4.72137720120114e-42 0.451981800988503 1 1 4.68785542307261e-38 "0" "BCL11B"
5.96747318858297e-42 0.381341628266771 1 1 5.92510412894403e-38 "0" "MANF"
1.66547447981306e-41 0.563580691770766 1 0.973 1.65364961100639e-37 "0" "ARC"
