Var1,ASP14_i10_plus_midlow
EX_fucfuc12gal14acglcgalgluside_hs_e,NaN
EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,NaN
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,NaN
EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e,NaN
EX_fucfucgalacglcgalgluside_hs_e,NaN
EX_fucgal14acglcgalgluside_hs_e,NaN
EX_fucgalfucgalacglcgalgluside_hs_e,NaN
EX_fucgalgbside_hs_e,NaN
EX_fuc_L_e,NaN
EX_galacglcgalgbside_hs_e,NaN
EX_galfuc12gal14acglcgalgluside_hs_e,NaN
EX_galfucgalacglcgal14acglcgalgluside_hs_e,NaN
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,NaN
EX_galgalgalthcrm_hs_e,NaN
EX_gbside_hs_e,NaN
EX_gchola_e,NaN
EX_gd1b2_hs_e,NaN
EX_gd1c_hs_e,NaN
EX_gdp_e,NaN
EX_gluala_e,NaN
EX_glyc_S_e,NaN
EX_glygn2_e,NaN
EX_glygn4_e,NaN
EX_glygn5_e,NaN
EX_gmp_e,NaN
EX_gp1c_hs_e,NaN
EX_gp1calpha_hs_e,NaN
EX_gq1b_hs_e,NaN
EX_gq1balpha_hs_e,NaN
EX_gsn_e,NaN
EX_gt1a_hs_e,NaN
EX_gthox_e,NaN
EX_gthrd_e,NaN
EX_gtp_e,NaN
EX_h2o2_e,NaN
EX_ha_e,NaN
EX_ha_pre1_e,NaN
EX_hco3_e,NaN
EX_hcoumarin_e,NaN
EX_hdca_e,NaN
EX_hdcea_e,NaN
EX_hestratriol_e,NaN
EX_hexc_e,NaN
EX_hista_e,NaN
EX_hom_L_e,NaN
EX_hpdca_e,NaN
EX_hspg_e,NaN
EX_htaxol_e,NaN
EX_i_e,NaN
EX_idp_e,NaN
EX_imp_e,NaN
EX_inost_e,NaN
EX_ksi_e,NaN
EX_ksi_deg1_e,NaN
EX_ksii_core2_e,NaN
EX_ksii_core4_e,NaN
EX_lac_D_e,NaN
EX_Lcystin_e,NaN
EX_leuktrA4_e,NaN
EX_leuktrB4_e,NaN
EX_leuktrC4_e,NaN
EX_leuktrD4_e,NaN
EX_leuktrE4_e,NaN
EX_leuktrF4_e,NaN
EX_lgnc_e,NaN
EX_limnen_e,NaN
EX_lipoate_e,NaN
EX_lneldc_e,NaN
EX_lnlc_e,NaN
EX_lnlnca_e,NaN
EX_lnlncg_e,NaN
EX_lpchol_hs_e,NaN
EX_mag_hs_e,NaN
EX_meoh_e,NaN
EX_mercplaccys_e,NaN
EX_mthgxl_e,NaN
EX_n2m2nmasn_e,NaN
EX_nad_e,NaN
EX_nadp_e,NaN
EX_ncam_e,NaN
EX_nifedipine_e,NaN
EX_no_e,NaN
EX_npthl_e,NaN
EX_nrpphr_e,NaN
EX_nrpphrsf_e,NaN
EX_nrvnc_e,NaN
EX_o2s_e,NaN
EX_oagd3_hs_e,NaN
EX_oagt3_hs_e,NaN
EX_ocdca_e,NaN
EX_ocdcea_e,NaN
EX_octa_e,NaN
EX_omeprazole_e,NaN
EX_onpthl_e,NaN
EX_oxa_e,NaN
EX_paf_hs_e,NaN
EX_pchol_hs_e,NaN
EX_pe_hs_e,NaN
EX_peplys_e,NaN
EX_perillyl_e,NaN
EX_pglyc_hs_e,NaN
EX_pheacgln_e,NaN
EX_phyQ_e,NaN
EX_phyt_e,NaN
EX_prgstrn_e,NaN
EX_prostgd2_e,NaN
EX_prostge1_e,NaN
EX_prostge2_e,NaN
EX_prostgf2_e,NaN
EX_ps_hs_e,NaN
EX_ptdca_e,NaN
EX_rbt_e,NaN
EX_retfa_e,NaN
EX_retinol_e,NaN
EX_retinol_9_cis_e,NaN
EX_retinol_cis_11_e,NaN
EX_retn_e,NaN
EX_retnglc_e,NaN
EX_Rtotal_e,NaN
EX_Rtotal2_e,NaN
EX_Rtotal3_e,NaN
EX_s2l2fn2m2masn_e,NaN
EX_s2l2n2m2masn_e,NaN
EX_sarcs_e,NaN
EX_sl_L_e,NaN
EX_spc_hs_e,NaN
EX_sph1p_e,NaN
EX_sphs1p_e,NaN
EX_srtn_e,NaN
EX_strch1_e,NaN
EX_strch2_e,NaN
EX_strdnc_e,NaN
EX_tag_hs_e,NaN
EX_tagat_D_e,NaN
EX_taxol_e,NaN
EX_tchola_e,NaN
EX_tcynt_e,NaN
EX_tdchola_e,NaN
EX_tethex3_e,NaN
EX_tetpent3_e,NaN
EX_tetpent6_e,NaN
EX_tettet6_e,NaN
EX_thf_e,NaN
EX_thmmp_e,NaN
EX_thmtp_e,NaN
EX_thym_e,NaN
EX_thyox_L_e,NaN
EX_tmndnc_e,NaN
EX_tolbutamide_e,NaN
EX_triodthy_e,NaN
EX_triodthysuf_e,NaN
EX_tststerone_e,NaN
EX_tststeroneglc_e,NaN
EX_tststerones_e,NaN
EX_tsul_e,NaN
EX_ttdca_e,NaN
EX_txa2_e,NaN
EX_tymsf_e,NaN
EX_Tyr_ggn_e,NaN
EX_udp_e,NaN
EX_ump_e,NaN
EX_urate_e,NaN
EX_utp_e,NaN
EX_vacc_e,NaN
EX_vitd3_e,NaN
EX_whddca_e,NaN
EX_whhdca_e,NaN
EX_whtststerone_e,NaN
EX_whttdca_e,NaN
EX_xolest_hs_e,NaN
EX_xolest2_hs_e,NaN
EX_xoltri24_e,NaN
EX_xoltri25_e,NaN
EX_xoltri27_e,NaN
EX_xylt_e,NaN
EX_yvite_e,NaN
F1Atg,NaN
F1PGT,0.272
FACOAL140i,2.035
FACOAL150,2.035
FACOAL160i,2.035
FACOAL170,2.035
FACOAL180i,2.035
FACOAL1812,NaN
FACOAL1813,NaN
FACOAL181i,2.035
FACOAL1821,2.035
FACOAL1822,NaN
FACOAL1831,2.035
FACOAL1832,NaN
FACOAL184,NaN
FACOAL191,NaN
FACOAL200,NaN
FACOAL203,NaN
FACOAL204,2.035
FACOAL2042,NaN
FACOAL205,NaN
FACOAL206,NaN
FACOAL224,NaN
FACOAL2251,NaN
FACOAL2252,NaN
FACOAL226,NaN
FACOAL240,NaN
FACOAL241,NaN
FACOAL244_1,NaN
FACOAL245_1,NaN
FACOAL245_2,NaN
FACOAL246_1,NaN
FACOAL260,NaN
FACOAL40im,NaN
FACOAL80i,2.035
FADDP,0.472
FADH2tru,NaN
FADH2tx,NaN
FADtru,NaN
FADtx,NaN
FAEL183,2.066
FAEL184,2.066
FAEL204,2.066
FAEL205,2.066
FAH1,NaN
FAH2,NaN
FAH3,NaN
FALDH,2.509
FALDtly,NaN
FALDtm,NaN
FAOXC11,1.83
FAOXC140,1.83
FAOXC150m,1.83
FAOXC160,1.83
FAOXC16080m,1.83
FAOXC16080x,1.868
FAOXC161802m,1.83
FAOXC16180m,1.83
FAOXC170m,1.83
FAOXC180,1.83
FAOXC180x,1.868
FAOXC1811601m,1.83
FAOXC1811602m,1.83
FAOXC1811603m,1.83
FAOXC182806m,1.83
FAOXC18280m,1.83
FAOXC183803m,1.83
FAOXC183806m,1.83
FAOXC183806x,1.868
FAOXC18480m,1.83
FAOXC18480x,1.868
FAOXC200180m,1.83
FAOXC200180x,1.868
FAOXC2031836m,1.83
FAOXC204,1.83
FAOXC204184m,1.83
FAOXC2051843m,1.83
FAOXC2051843x,1.868
FAOXC2242046m,1.83
FAOXC2242046x,1.868
FAOXC2251836m,1.83
FAOXC2251836x,1.868
FAOXC2252053m,1.83
FAOXC2252053x,1.868
FAOXC226,1.83
FAOXC226205m,1.83
FAOXC226205x,1.868
FAOXC240200x,1.868
FAOXC241181x,1.868
FAOXC2442246x,1.868
FAOXC2452253x,1.868
FAOXC2452256x,1.868
FAOXC246226x,1.868
FAOXC260240x,1.868
FAOXC80,1.83
FAS100COA,0.396
FAS120COA,0.396
FAS140COA,0.396
FAS160COA,0.396
FAS180COA,0.396
FAS80COA_L,0.396
FATP1t,0.252
FATP2t,NaN
FATP3t,NaN
FATP4t,0.674
FATP5t,0.674
FATP6t,0.674
FATP7t,0.674
FATP8t,0.674
FATP9t,0.674
FBA4,3.301
FBA5,NaN
FBP26,1.536
FCLTm,0.843
FCOAH,NaN
FDH,NaN
FE2t,NaN
FE2tm,NaN
FE3R2e,1.88
FK,NaN
FKYNH,1.603
FOLR2,1.463
FOLt2,NaN
FORMCOAtx,NaN
FORt2m,NaN
FORtr,NaN
FPGS2,0.282
FPGS2m,0.282
FPGS3,0.282
FPGS3m,0.282
FPGS4,0.282
FPGS4m,0.282
FPGS5,0.282
FPGS5m,0.282
FPGS6,0.282
FPGS6m,0.282
FPGS7m,0.282
FPGS8,0.282
FPGS8m,0.282
FPGS9,0.282
FPGS9m,0.282
FPGSm,0.282
FRDPtc,NaN
FRDPtr,NaN
FRUt1r,NaN
FTHFDH,NaN
FTHFLm,1.99
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,NaN
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
FUC14GALACGLCGALGLUSIDEte,NaN
FUC14GALACGLCGALGLUSIDEtg,NaN
FUCACGALFUCGALACGLCGALGLUSIDEte,NaN
FUCACGALFUCGALACGLCGALGLUSIDEtg,NaN
FUCACNGAL14ACGLCGALGLUSIDEte,NaN
FUCACNGAL14ACGLCGALGLUSIDEtg,NaN
FUCACNGALACGLCGALGLUSIDEte,NaN
FUCACNGALACGLCGALGLUSIDEtg,NaN
FUCASE2e,0.275
FUCASE2ly,NaN
FUCASEe,0.275
FUCASEly,NaN
FUCFUC12GAL14ACGLCGALGLUSIDEte,NaN
FUCFUC12GAL14ACGLCGALGLUSIDEtg,NaN
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,NaN
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,NaN
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
FUCFUCGALACGLCGALGLUSIDEte,NaN
FUCFUCGALACGLCGALGLUSIDEtg,NaN
FUCGAL14ACGLCGALGLUSIDEte,NaN
FUCGAL14ACGLCGALGLUSIDEtg,NaN
FUCGALFUCGALACGLCGALGLUSIDEte,NaN
FUCGALFUCGALACGLCGALGLUSIDEtg,NaN
FUCGALGBSIDEte,NaN
FUCGALGBSIDEtg,NaN
FUCtly,NaN
FUMAC,NaN
FUMm,1.475
FUMSO3tm,NaN
FUMSO4tm,NaN
FUMtm,NaN
FUMTSULtm,NaN
FUT11g,NaN
FUT12g,NaN
FUT14g,NaN
FUT15g,NaN
FUT16g,NaN
FUT17g,NaN
FUT18g,NaN
FUT32g,NaN
FUT33g,NaN
FUT34g,NaN
FUT35g,NaN
FUT910g,NaN
FUT911g,NaN
FUT91g,NaN
FUT92g,NaN
FUT93g,NaN
FUT94g,NaN
FUT95g,NaN
FUT96g,NaN
FUT97g,NaN
FUT98g,NaN
FUT99g,NaN
G14T18g,2.158
G14T19g,2.158
G14T20g,2.158
G14T21g,2.158
G14T2g,2.158
G14T3g,2.158
G14T4g,2.158
G14T5g,2.158
G3PD2m,NaN
G5SADrm,NaN
G5SDym,1.895
G6PDH1rer,NaN
G6PDH2rer,1.043
G6PPer,1.594
G6Pter,NaN
GABAVESSEC,NaN
GACMTRc,0.811
GACPAILter,NaN
GAL3ST11,NaN
GAL3ST12,NaN
GALACGLCGALGBSIDEte,NaN
GALACGLCGALGBSIDEtg,NaN
GALASE10ly,1.948
GALASE11ly,1.948
GALASE12ly,1.948
GALASE13ly,1.948
GALASE14ly,1.948
GALASE15ly,1.948
GALASE16ly,1.948
GALASE17ly,1.948
GALASE18ly,1.948
GALASE19ly,1.948
GALASE1ly,1.948
GALASE20ly,1.948
GALASE3ly,1.948
GALASE4ly,1.948
GALASE5ly,1.948
GALASE6ly,1.948
GALASE7ly,1.948
GALASE8ly,1.948
GALASE9ly,1.948
GALC,0.446
GALFUC12GAL14ACGLCGALGLUSIDEte,NaN
GALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
GALGALGALTHCRMte,NaN
GALGALGALTHCRMtg,NaN
GALGLUSIDEtg,NaN
GALGLUSIDEtl,NaN
GALGT1,NaN
GALGT2,NaN
GALGT3,NaN
GALGT4,NaN
GALNACT1g,1.435
GALNACT2g,1.435
GALNACT3g,1.435
GALNACT4g,1.435
GALNACT5g,1.435
GALNTg,2.237
GALOR,2.461
GALSIDEtg,NaN
GALSIDEtl,NaN
GALt1r,1.716
GALT2g,NaN
GALTg,NaN
GALtly,NaN
GAMt1r,1.371
GAMYe,NaN
GAO1,1.377
GAO1g,1.377
GAO2,1.377
GAO2g,1.377
GARFT,2.21
GASNASE2ly,1.156
GASNASE3ly,1.156
GASNASEly,1.156
GBA,1.481
GBAl,1.481
GBGT1,NaN
GBSIDEte,NaN
GBSIDEtl,NaN
GCALDDm,1.895
GCC2am,2.475
GCC2bim,2.475
GCC2cm,2.475
GCCam,2.475
GCCbim,2.475
GCCcm,2.475
GCHOLAt,NaN
GCHOLAt2,NaN
GCHOLAte,NaN
GCHOLAtx,NaN
GCNTg,NaN
GD1B2te,NaN
GD1B2tg,NaN
GD1Cte,NaN
GD1Ctg,NaN
GDPFUCtg,0.973
GDPtg,NaN
GFUCS,1.679
GGH_10FTHF5GLUe,2.096
GGH_10FTHF5GLUl,2.096
GGH_10FTHF6GLUe,2.096
GGH_10FTHF6GLUl,2.096
GGH_10FTHF7GLUe,2.096
GGH_10FTHF7GLUl,2.096
GGH_5DHFe,2.096
GGH_5DHFl,2.096
GGH_5THFe,2.096
GGH_5THFl,2.096
GGH_6DHFe,2.096
GGH_6DHFl,2.096
GGH_6THFe,2.096
GGH_6THFl,2.096
GGH_7DHFe,2.096
GGH_7DHFl,2.096
GGH_7THFe,2.096
GGH_7THFl,2.096
GGLUCT,1.749
GGNG,1.466
GGT_L,NaN
GGT5r,NaN
GGT6,NaN
GHMT2rm,2.101
GHMT3,0.831
GLACO,1.989
GLACter,NaN
GLAl,1.782
GLB1,1.948
GLBRAN,1.856
GLCAASE1ly,1.141
GLCAASE4ly,1.141
GLCAASE5ly,1.141
GLCAASE6ly,1.141
GLCAASE7ly,1.141
GLCAASE8ly,1.141
GLCAASE9ly,1.141
GLCAE1g,NaN
GLCAE2g,1.259
GLCAT2g,0.629
GLCAT3g,0.629
GLCAT4g,0.629
GLCAT5g,0.629
GLCAT6g,1.448
GLCAT7g,1.448
GLCAT8g,1.448
GLCAT9g,1.448
GLCATg,0.966
GLCMter,NaN
GLCNACASE1ly,NaN
GLCNACASE2ly,NaN
GLCNACASE3ly,NaN
GLCNACASE4ly,NaN
GLCNACASE5ly,NaN
GLCNACDASg,0.724
GLCNACT1g,1.993
GLCNACT2g,1.448
GLCNACT3g,1.448
GLCNACT4g,1.448
GLCNACT5g,1.448
GLCt1r,1.716
GLCt2_2,NaN
GLCter,NaN
GLCtg,1.371
GLCtly,NaN
GLCURter,NaN
GLCURtly,1.454
GLDBRAN,1.319
GLGNS1,1.466
GLNALANaEx,1.977
GLNASNNaEx,1.977
GLNCYSNaEx,1.977
GLNLASEer,NaN
GLNSERNaEx,1.977
GLNTHRNaEx,1.977
GLNtm,NaN
GLNtN1,NaN
GLPASE1,1.532
GLPASE2,1.532
GLRASE,NaN
GLU5Km,1.895
GLUCYS,0.52
GLUDC,NaN
GLUDxm,2.025
GLUDym,2.025
GluForTx,NaN
GLUNm,2.205
GLUt2m,1.206
GLUt6,1.025
GLUt7l,NaN
GLUTCOADHm,0.306
GLUtr,NaN
GLUVESSEC,NaN
GLXO2p,NaN
GLXtm,NaN
GLXtp,NaN
GLYAMDTRc,NaN
GLYATm,0.901
GLYBt4_2_r,NaN
GLYBtm,NaN
GLYC3Ptm,NaN
GLYCK2,NaN
GLYCLTDy,1.773
GLYCLTDym,NaN
GLYCLTtp,NaN
GLYC_St,NaN
GLYCtm,NaN
GLYCTO1p,NaN
GLYKm,NaN
GLYOp,NaN
GLYOXm,0.871
GLYt4,3.159
GLYt7_211_r,NaN
GLYtm,NaN
GLYtp,NaN
GLYVESSEC,NaN
GMPtg,NaN
GMPtn,NaN
GNDer,2.51
GNMT,NaN
GP1CALPHAte,NaN
GP1CALPHAtg,NaN
GP1Cte,NaN
GP1Ctg,NaN
GPAM_hs,1.586
GPIAT,NaN
GPIDA2er,1.707
GPIDAer,1.707
GPIMTer_U,0.549
GQ1BALPHAte,NaN
GQ1BALPHAtg,NaN
GQ1Bte,NaN
GQ1Btg,NaN
GRTTx,0.871
GSNt,0.291
GSNt4,NaN
GSNtl,NaN
GT1Ate,NaN
GT1Atg,NaN
GTHDH,NaN
GTHO,1.362
GTHOm,1.362
GTHP,3.179
GTHPe,1.246
GTHPm,2.708
GTHRDt,NaN
GTHRDtr,NaN
GTHS,1.544
GTMLTe,NaN
GUACYC,0.289
GUAD,NaN
GULLACter,NaN
GULN3D,NaN
GULNDer,NaN
GULNter,NaN
GUR1PP,NaN
H2CO3Dm,0.263
H2ETer,0.675
H2MTer_U,0.316
H2O2syn,NaN
H2O2t,NaN
H2O2tly,NaN
H2O2tm,NaN
H2O2tn,NaN
H2O2tp,NaN
H2Oter,NaN
H2Otg,NaN
H2Otly,NaN
H2Otm,NaN
H2Otn,NaN
H2Otp,NaN
H3ETer,0.675
H3MTer_U,NaN
H4ET3er,1.49
H4ETer,0.675
H5MTer_U,0.316
H6_ET2er,1.11
H6ET3er,1.49
H6_ETer,0.675
H6MTer_U,NaN
H7ET2er,1.11
H7_ETer,0.675
H7MTer_U,NaN
H7_TAer,1.31
H8TAer,1.31
HACD1m,2.379
HACD1x,1.868
HACD9m,1.744
HAS1,NaN
HAS2,NaN
HAtly,NaN
HBZOPT10m,NaN
HCO3_CLt,NaN
HCOUMARINte,NaN
HDCAter,NaN
HDCAtr,0.674
HDCEAtr,NaN
HDD2COAtx,NaN
HESTRATRIOLte,NaN
HESTRATRIOLtr,NaN
HEX10,1.839
HEX4,1.839
HEXCCOAtx,NaN
HEXCt,NaN
HGNTOR,NaN
HIBDm,1.323
HISDC,NaN
HISt4,3.159
HISTASE,NaN
HISTAtu,NaN
HISTAVESSEC,0.851
HIStiDF,NaN
HIStN1,NaN
HKt,NaN
HKYNH,NaN
HMGCOASi,1.522
HMGCOASim,NaN
HMGCOAtm,NaN
HMGCOAtx,NaN
HMGLm,0.851
HMGLx,0.851
HOMt4,1.439
HOXG,1.96
HPACtr,NaN
HPCLx,NaN
HPDCACRNCPT1,0.626
HPDCACRNCPT2,NaN
HPDCACRNt,NaN
HPDCAt,NaN
HPYRDC,NaN
HPYRDCm,NaN
HPYRR2x,3.178
HPYRRy,1.773
HPYRtp,NaN
HRETNtn,NaN
HS1ly,NaN
HS2ly,NaN
HS3ly,NaN
HS4ly,NaN
HSAT1ly,NaN
HSAT2ly,NaN
HSAT3ly,NaN
HSAT4ly,NaN
HSD11B1r,NaN
HSD11B2r,NaN
HSD17B1,NaN
HSD17B2r,0.257
HSD17B42x,1.868
HSD17B4x,1.868
HSD17B7r,1.009
HSD17B8r,0.257
HSD17B9r,1.009
HSD3A1r,NaN
HSD3A2r,NaN
HSD3B11,NaN
HSD3B11r,NaN
HSD3B12r,NaN
HSD3B13,NaN
HSD3B13r,NaN
HSD3B2r,NaN
HSD3B3r,NaN
HSD3B7P,NaN
HSPASEly,NaN
HSPGt,NaN
HSPGtly,NaN
HTAXOLte,NaN
Htg,NaN
Htr,NaN
Htx,NaN
HXANtx,NaN
HYPOE,NaN
HYPTROX,NaN
ICDHxm,1.524
ICDHy,2.272
ICDHyp,2.272
ICDHyrm,1.314
IDHPOXOX2b,NaN
IDHPOXOX3,NaN
IDHPOXOX4,NaN
IDHPOXOXb,NaN
IDOAASE1ly,NaN
IDOAASE2ly,NaN
IDOAASE3ly,NaN
IDOAASE4ly,NaN
IDOURtly,1.454
IDPtn,NaN
ILEt4,NaN
ILEt5m,NaN
ILETAm,1.222
ILEtec,NaN
INOSTO,NaN
INSt,0.291
INSt4,NaN
INSTt2r,0.317
INSTt4,2.476
IPDDIx,2.039
IPDPtx,NaN
It,NaN
ITCOAL1m,0.779
ITCOALm,1.697
ITPtn,NaN
KAS8,0.396
KCC2t,NaN
KCCt,NaN
KDNH,NaN
KHK,NaN
KHK2,NaN
KHK3,NaN
KSII_CORE2t,NaN
KSII_CORE2tly,NaN
KSII_CORE4t,NaN
KSII_CORE4tly,NaN
KSItly,NaN
Kt3g,0.294
KYN,NaN
KYN3OX,NaN
KYNAKGAT,NaN
KYNATESYN,NaN
LACZe,1.948
LALDO,2.509
LAPCOAl,0.831
LCADi_D,1.989
LCADim,1.895
LCAT1e,NaN
LCTStg,NaN
LCYSTAT,1.861
LCYSTCBOXL,NaN
LDH_Lm,3.178
LEUKTRA4t,NaN
LEUKTRA4tr,NaN
LEUKTRB4t,NaN
LEUKTRB4tr,NaN
LEUKTRC4t,NaN
LEUKTRD4t,NaN
LEUKTRD4tr,NaN
LEUKTRE4t,NaN
LEUKTRF4t,NaN
LEUt4,2.016
LEUt5m,NaN
LEUTAm,1.222
LEUtec,NaN
LFORKYNHYD,NaN
LGNCCOAtx,NaN
LGNCt,NaN
LIMNENte,NaN
LINKDEG1ly,NaN
LINKDEG2ly,NaN
LINKDEG3ly,NaN
LINKDEG4ly,NaN
LIPOti,1.542
L_LACDcm,0.805
L_LACtcm,NaN
L_LACtm,2.421
LNELDCCPT1,0.626
LNELDCCPT2,NaN
LNELDCCRNt,NaN
LNELDCt,NaN
LNLCCPT1,0.626
LNLCCPT2,NaN
LNLCCRNt,NaN
LNLCt,0.674
LNLNCACPT1,0.626
LNLNCACPT2,NaN
LNLNCACRNt,NaN
LNLNCAt,0.674
LNLNCGCPT1,0.626
LNLNCGCPT2,NaN
LNLNCGCRNt,NaN
LNLNCGt,0.674
LNS14DM,NaN
LNSTLSr,1.21
LPASE,NaN
LPCHOLt,NaN
LPCOXp,NaN
LPS,NaN
LPS2,NaN
LPS2e,NaN
LPS3,1.745
LPS3e,NaN
LPS4e,NaN
LRAT,NaN
LRAT1,NaN
LRAT2,NaN
LSTO1r,NaN
LSTO2r,NaN
LTA4H,2.015
LTC4CP,NaN
LTC4Sr,2.417
LTD4DP,NaN
LTDCL,NaN
LYSOXp,NaN
LYSt4,NaN
LYStiDF,1.439
LYStip,NaN
LYStm,NaN
LYStn,NaN
M4BTAer,1.31
M4CET3er,1.49
MACACI,NaN
MACOXO,NaN
MAGt,NaN
MALSO3tm,NaN
MALSO4tm,NaN
MALTe,NaN
MALTly,NaN
MALtm,NaN
MALTSULtm,NaN
MALTt1r,1.716
MANt1r,1.716
MANtly,NaN
MAOLNOR,NaN
MAOX,NaN
MCCCrm,0.48
MCD,NaN
MCDm,NaN
MCDp,NaN
MCITS,NaN
MCLACCYSR,NaN
MCLOR,3.178
MCPST,0.81
MDHm,2.638
MDRPD,NaN
ME1m,0.959
ME2,1.701
ME2m,0.959
MECOALm,1.697
MECOAS1m,0.779
MELATN23DOX,NaN
MELATNOX,2.156
MEOHt2,NaN
MEOHtly,NaN
MEPIVESSte,NaN
MERCPLACCYSt,NaN
MESCOALm,NaN
METAT,2.216
METLEUex,0.624
METS,1.669
METt4,3.159
METtec,NaN
MEVK1x,NaN
MGACONm,NaN
MGCHrm,NaN
MGSA,NaN
MGSA2,NaN
MHISOR,NaN
MI1345PP,0.584
MI134P4P,NaN
MI134PP,0.459
MI13PP,NaN
MI145PK,NaN
MI145PP,0.584
MI14P4P,NaN
MI14PP,0.459
MI14Ptn,NaN
MI1P_Dtn,NaN
MI1PS,0.729
MI34PP,1.565
MINOHPtn,NaN
MLTG1,NaN
MLTG1e,NaN
MLTG1ly,NaN
MMCDm,NaN
MMEm,1.078
MMMm,1.586
MMSAD1m,NaN
MMSAD3m,NaN
MMTSADm,NaN
MOGAT,NaN
MTAP,1.026
MTHFCm,2.214
MTHFD2m,2.214
MTHFDm,2.214
MTHGXLt,NaN
N2M2NMASNtly,NaN
N3Tg,0.555
N4Tg,NaN
NABTNO,1.989
NACASPAH,NaN
NACASPtm,NaN
NACHEX10ly,1.517
NACHEX11ly,1.219
NACHEX12ly,1.517
NACHEX13ly,1.517
NACHEX14ly,1.517
NACHEX15ly,1.517
NACHEX16ly,1.517
NACHEX17ly,1.517
NACHEX18ly,1.219
NACHEX19ly,1.517
NACHEX1ly,1.517
NACHEX20ly,1.517
NACHEX21ly,1.517
NACHEX22ly,1.517
NACHEX23ly,1.517
NACHEX24ly,1.517
NACHEX25ly,1.517
NACHEX26ly,1.517
NACHEX27ly,1.517
NACHEX2ly,1.517
NACHEX3ly,1.219
NACHEX4ly,1.219
NACHEX5ly,1.219
NACHEX6ly,1.517
NACHEX7ly,1.517
NACHEX8ly,1.517
NACHEX9ly,1.517
NACHEXA10ly,1.219
NACHEXA11ly,1.219
NACHEXA12ly,1.219
NACHEXA13ly,1.219
NACHEXA14ly,1.219
NACHEXA15ly,1.219
NACHEXA16ly,1.219
NACHEXA17ly,1.219
NACHEXA18ly,1.219
NACHEXA19ly,1.219
NACHEXA1ly,1.219
NACHEXA20ly,1.219
NACHEXA21ly,1.219
NACHEXA22ly,1.219
NACHEXA2ly,1.219
NACHEXA3ly,1.219
NACHEXA4ly,1.219
NACHEXA5ly,1.219
NACHEXA6ly,1.219
NACHEXA7ly,1.219
NACHEXA8ly,1.219
NACHEXA9ly,1.219
NACUP,NaN
NADHtpu,NaN
NADHtru,NaN
NADNe,NaN
NADPHtru,NaN
NADPHtxu,NaN
NADPN,NaN
NADPNe,NaN
NADPtru,NaN
NADPtxu,NaN
NADtn,NaN
NADtru,NaN
NAGA2ly,0.501
NAGAlby,NaN
NAGAly,0.501
NAGLCAly,NaN
NAHCO3_HCLt,NaN
NAIt,NaN
NaKt,2.039
NAt,2.476
NAt3_1g,0.294
NAt5,0.771
NAtx,NaN
NBAHH_ir,1.153
NCAMUP,NaN
NCCt,NaN
NCKt,NaN
NCNt,NaN
NDP10ex,0.921
NDP3ex,0.921
NDP6,1.257
NDP7er,1.885
NDP7ex,0.921
NDP7g,1.885
NDP8,1.773
NDP8ex,0.921
NDPK10,1.887
NDPK10n,1.887
NDPK1m,1.825
NDPK1n,1.887
NDPK2n,1.887
NDPK3m,1.825
NDPK3n,1.887
NDPK4m,1.825
NDPK4n,1.887
NDPK5m,1.825
NDPK5n,1.887
NDPK6m,1.825
NDPK6n,1.887
NDPK7m,1.825
NDPK7n,1.887
NDPK8m,1.825
NDPK8n,1.887
NDPK9n,1.887
NH4t3r,NaN
NH4tn,NaN
NH4tp,NaN
NICRNS,NaN
NICRNTtn,NaN
NIFEDIPINEte,NaN
NKCC2t,1.565
NKCCt,1.565
NMNATm,NaN
NMNATn,0.884
NMNATr,NaN
NMNS,2.18
NMNtn,NaN
NNATn,0.884
NNMT,1.84
NORANMT,NaN
NOS1,NaN
NOS2,NaN
NOt,NaN
NP1,1.382
NPTHLte,NaN
NRPPHRSFt,NaN
NRPPHRSULT,NaN
NRPPHRt4_2_r,NaN
NRPPHRtu,NaN
NRPPHRVESSEC,0.851
NRVNCCOAtx,NaN
NS26T2g,NaN
NS26Tg,NaN
NTD12,NaN
NTD1m,NaN
NTD2e,3.021
NTD2l,0.831
NTD4e,3.021
NTD4l,0.831
NTD5l,0.831
NTD5m,NaN
